minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
58,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998522,49.984464,49.962732,49.927856,49.899845,49.845254,49.804100,50.173409,99.325021,148.603179,148.702042,148.702042,49.983424,49.933124,49.853326,55.646914,140.230495,148.708343,4.031532
59,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998711,49.988014,49.964263,49.935792,49.903693,49.852604,49.812983,49.882048,81.636287,147.906790,148.700888,148.700888,49.985286,49.937244,49.860072,52.843360,134.426181,148.707214,4.031524
60,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998900,49.989879,49.965814,49.943325,49.907084,49.862344,49.819942,49.793819,68.065139,145.239981,148.699905,148.699905,49.987199,49.941376,49.866676,51.242369,127.420340,148.706252,4.031516
61,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,49.997669,49.988161,49.964176,49.940269,49.904995,49.858713,49.816993,49.815496,71.306182,145.930681,148.698882,148.698882,49.985476,49.939110,49.863809,51.627229,129.124731,148.711597,4.031571
62,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,49.996349,49.986306,49.962486,49.937130,49.902827,49.855158,49.813886,49.849931,74.784789,146.493303,148.697816,148.697816,49.983702,49.936793,49.860882,52.080657,130.760514,148.716923,4.031632
63,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,49.994959,49.984309,49.960744,49.933939,49.900571,49.851682,49.810615,49.902053,78.466031,146.948879,148.696708,148.696708,49.981878,49.934424,49.857894,52.607683,132.322663,148.722230,4.031697
64,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,49.993509,49.982175,49.958948,49.930722,49.898217,49.848284,49.807179,49.978097,82.310012,147.315686,148.695559,148.695559,49.980005,49.932002,49.854842,53.212595,133.806891,148.727519,4.031766
65,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,49.992003,49.979912,49.957097,49.927505,49.895756,49.844960,49.803584,50.085738,86.273434,147.609416,148.694368,148.694368,49.978083,49.929526,49.851725,53.898840,135.209756,148.732793,4.031837
66,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998253,49.982308,49.958716,49.934538,49.899421,49.853910,49.811114,49.863660,72.381151,144.826371,148.693309,148.693350,49.980576,49.933670,49.858396,51.915012,128.586483,148.711755,4.031518
67,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998994,49.983917,49.960801,49.940446,49.902930,49.863703,49.817395,49.793605,62.499748,138.660873,148.690780,148.692503,49.983079,49.937860,49.864996,50.804549,121.090927,148.702131,4.031509
