minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
45,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.666605,57.648918,148.640619,148.640619,148.640619,148.640619,148.640619,148.640619,148.640619,148.640619,148.640619,148.640619,78.432066,148.640619,148.640619,148.640619,148.640619,148.640619,4.174756
46,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.658688,57.641001,148.632701,148.632701,148.632701,148.632701,148.632701,148.632701,148.632701,148.632701,148.632701,148.632701,78.424148,148.632701,148.632701,148.632701,148.632701,148.632701,4.175213
47,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.650771,57.633084,148.624785,148.624785,148.624785,148.624785,148.624785,148.624785,148.624785,148.624785,148.624785,148.624785,78.416232,148.624785,148.624785,148.624785,148.624785,148.624785,4.175671
48,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.642855,57.625169,148.616869,148.616869,148.616869,148.616869,148.616869,148.616869,148.616869,148.616869,148.616869,148.616869,78.408316,148.616869,148.616869,148.616869,148.616869,148.616869,4.176128
49,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.634941,57.617254,148.608955,148.608955,148.608955,148.608955,148.608955,148.608955,148.608955,148.608955,148.608955,148.608955,78.400401,148.608955,148.608955,148.608955,148.608955,148.608955,4.176586
50,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.627027,57.609340,148.601041,148.601041,148.601041,148.601041,148.601041,148.601041,148.601041,148.601041,148.601041,148.601041,78.392488,148.601041,148.601041,148.601041,148.601041,148.601041,4.177043
51,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.619114,57.601428,148.593128,148.593128,148.593128,148.593128,148.593128,148.593128,148.593128,148.593128,148.593128,148.593128,78.384575,148.593128,148.593128,148.593128,148.593128,148.593128,4.177500
52,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.611203,57.593516,148.585216,148.585216,148.585216,148.585216,148.585216,148.585216,148.585216,148.585216,148.585216,148.585216,78.376663,148.585216,148.585216,148.585216,148.585216,148.585216,4.177958
53,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.603292,57.585605,148.577306,148.577306,148.577306,148.577306,148.577306,148.577306,148.577306,148.577306,148.577306,148.577306,78.368752,148.577306,148.577306,148.577306,148.577306,148.577306,4.178415
54,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.595382,57.577695,148.569396,148.569396,148.569396,148.569396,148.569396,148.569396,148.569396,148.569396,148.569396,148.569396,78.360842,148.569396,148.569396,148.569396,148.569396,148.569396,4.178872
55,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.587473,57.569786,148.561487,148.561487,148.561487,148.561487,148.561487,148.561487,148.561487,148.561487,148.561487,148.561487,78.352934,148.561487,148.561487,148.561487,148.561487,148.561487,4.179329
56,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.579565,57.561878,148.553579,148.553579,148.553579,148.553579,148.553579,148.553579,148.553579,148.553579,148.553579,148.553579,78.345026,148.553579,148.553579,148.553579,148.553579,148.553579,4.179787
57,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.571658,57.553971,148.545672,148.545672,148.545672,148.545672,148.545672,148.545672,148.545672,148.545672,148.545672,148.545672,78.337118,148.545672,148.545672,148.545672,148.545672,148.545672,4.180244
58,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.563752,57.546065,148.537766,148.537766,148.537766,148.537766,148.537766,148.537766,148.537766,148.537766,148.537766,148.537766,78.329212,148.537766,148.537766,148.537766,148.537766,148.537766,4.180701
59,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.555847,57.538160,148.529860,148.529860,148.529860,148.529860,148.529860,148.529860,148.529860,148.529860,148.529860,148.529860,78.321307,148.529860,148.529860,148.529860,148.529860,148.529860,4.181158
60,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.547942,57.530256,148.521956,148.521956,148.521956,148.521956,148.521956,148.521956,148.521956,148.521956,148.521956,148.521956,78.313403,148.521956,148.521956,148.521956,148.521956,148.521956,4.181615
61,0,0,0,71.000000,0.000000,0.000000,2.350000,58.000000,57.992404,57.529444,141.531195,148.514360,148.514360,148.514360,148.514360,148.514360,148.514360,148.514360,148.514360,148.514360,63.401394,148.077912,148.514360,148.514360,148.514360,148.514360,4.155951
62,0,0,0,71.000000,0.000000,0.000000,3.000000,58.000000,57.992797,57.530627,61.250936,148.507157,148.507157,148.507157,148.507157,148.507157,148.507157,148.507157,148.507157,148.507157,57.724570,134.157896,148.507157,148.507157,148.507157,148.507157,4.155928
63,0,0,0,71.000000,0.000000,0.000000,3.000000,58.000000,57.993189,57.940581,57.511629,147.012808,148.500346,148.500346,148.500346,148.500346,148.500346,148.500346,148.500346,148.500346,57.801228,114.486741,148.500346,148.500346,148.500346,148.500346,4.155906
64,0,0,0,71.000000,0.000000,0.000000,2.350000,58.000000,57.993497,57.978848,57.511840,97.189090,148.493843,148.493843,148.493843,148.493843,148.493843,148.493843,148.493843,148.493843,57.876631,99.061134,148.493843,148.493843,148.493843,148.493843,4.155888
65,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.986995,57.972345,57.505338,97.182587,148.487341,148.487341,148.487341,148.487341,148.487341,148.487341,148.487341,148.487341,57.870129,99.054632,148.487341,148.487341,148.487341,148.487341,4.156263
66,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.980493,57.965844,57.498837,97.176086,148.480839,148.480839,148.480839,148.480839,148.480839,148.480839,148.480839,148.480839,57.863628,99.048130,148.480839,148.480839,148.480839,148.480839,4.156638
67,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.973993,57.959343,57.492336,97.169585,148.474339,148.474339,148.474339,148.474339,148.474339,148.474339,148.474339,148.474339,57.857127,99.041630,148.474339,148.474339,148.474339,148.474339,4.157012
68,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.967493,57.952843,57.485836,97.163086,148.467839,148.467839,148.467839,148.467839,148.467839,148.467839,148.467839,148.467839,57.850627,99.035130,148.467839,148.467839,148.467839,148.467839,4.157387
69,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.960994,57.946344,57.479337,97.156586,148.461340,148.461340,148.461340,148.461340,148.461340,148.461340,148.461340,148.461340,57.844128,99.028631,148.461340,148.461340,148.461340,148.461340,4.157762
70,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.954496,57.939846,57.472839,97.150088,148.454841,148.454841,148.454841,148.454841,148.454841,148.454841,148.454841,148.454841,57.837630,99.022132,148.454841,148.454841,148.454841,148.454841,4.158137
71,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.947998,57.933348,57.466341,97.143591,148.448344,148.448344,148.448344,148.448344,148.448344,148.448344,148.448344,148.448344,57.831132,99.015635,148.448344,148.448344,148.448344,148.448344,4.158512
72,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.941501,57.926852,57.459844,97.137094,148.441847,148.441847,148.441847,148.441847,148.441847,148.441847,148.441847,148.441847,57.824636,99.009138,148.441847,148.441847,148.441847,148.441847,4.158886
73,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.935005,57.920356,57.453348,97.130598,148.435351,148.435351,148.435351,148.435351,148.435351,148.435351,148.435351,148.435351,57.818140,99.002642,148.435351,148.435351,148.435351,148.435351,4.159261
74,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.928510,57.913861,57.446853,97.124103,148.428856,148.428856,148.428856,148.428856,148.428856,148.428856,148.428856,148.428856,57.811644,98.996147,148.428856,148.428856,148.428856,148.428856,4.159636
75,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.922016,57.907366,57.440359,97.117608,148.422362,148.422362,148.422362,148.422362,148.422362,148.422362,148.422362,148.422362,57.805150,98.989653,148.422362,148.422362,148.422362,148.422362,4.160010
76,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.915522,57.900873,57.433865,97.111115,148.415868,148.415868,148.415868,148.415868,148.415868,148.415868,148.415868,148.415868,57.798656,98.983159,148.415868,148.415868,148.415868,148.415868,4.160385
77,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.909029,57.894380,57.427372,97.104622,148.409375,148.409375,148.409375,148.409375,148.409375,148.409375,148.409375,148.409375,57.792164,98.976666,148.409375,148.409375,148.409375,148.409375,4.160759
78,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.902537,57.887888,57.420880,97.098130,148.402883,148.402883,148.402883,148.402883,148.402883,148.402883,148.402883,148.402883,57.785672,98.970174,148.402883,148.402883,148.402883,148.402883,4.161134
79,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.896046,57.881396,57.414389,97.091639,148.396392,148.396392,148.396392,148.396392,148.396392,148.396392,148.396392,148.396392,57.779180,98.963683,148.396392,148.396392,148.396392,148.396392,4.161508
80,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.889555,57.874906,57.407899,97.085148,148.389901,148.389901,148.389901,148.389901,148.389901,148.389901,148.389901,148.389901,57.772690,98.957192,148.389901,148.389901,148.389901,148.389901,4.161883
81,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.883066,57.868416,57.401409,97.078658,148.383411,148.383411,148.383411,148.383411,148.383411,148.383411,148.383411,148.383411,57.766200,98.950703,148.383411,148.383411,148.383411,148.383411,4.162257
82,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.876577,57.861927,57.394920,97.072169,148.376923,148.376923,148.376923,148.376923,148.376923,148.376923,148.376923,148.376923,57.759711,98.944214,148.376923,148.376923,148.376923,148.376923,4.162632
83,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.870089,57.855439,57.388432,97.065681,148.370434,148.370434,148.370434,148.370434,148.370434,148.370434,148.370434,148.370434,57.753223,98.937725,148.370434,148.370434,148.370434,148.370434,4.163006
84,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.863601,57.848952,57.381944,97.059194,148.363947,148.363947,148.363947,148.363947,148.363947,148.363947,148.363947,148.363947,57.746736,98.931238,148.363947,148.363947,148.363947,148.363947,4.163381
85,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.857115,57.842465,57.375458,97.052707,148.357460,148.357460,148.357460,148.357460,148.357460,148.357460,148.357460,148.357460,57.740249,98.924751,148.357460,148.357460,148.357460,148.357460,4.163755
86,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.850629,57.835979,57.368972,97.046221,148.350975,148.350975,148.350975,148.350975,148.350975,148.350975,148.350975,148.350975,57.733763,98.918266,148.350975,148.350975,148.350975,148.350975,4.164129
87,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.844144,57.829494,57.362487,97.039736,148.344490,148.344490,148.344490,148.344490,148.344490,148.344490,148.344490,148.344490,57.727278,98.911781,148.344490,148.344490,148.344490,148.344490,4.164503
