Time(min),AmbientT(C),PowerIn(W),TankT1(C),TankT2(C),TankT3(C),TankT4(C),TankT5(C),TankT6(C),InletT(C),OutletT(C),FlowRate(gal/min)
1331,20.3,367.98333333333335,33.1,42.8,50.1,51.0,51.3,51.0,,,
1332,20.1,366.8,33.6,42.9,50.3,51.0,51.3,51.3,,,
1333,20.0,369.2666666666667,33.7,43.4,50.3,51.0,51.3,51.1,,,
1334,20.2,368.3333333333333,34.0,43.4,50.4,51.0,51.3,51.2,,,
1335,20.3,369.0,33.9,43.7,50.4,51.0,51.3,51.3,15.1,41.0,2.466666666666667
1336,20.2,363.75,32.4,39.5,49.9,51.0,51.3,50.9,14.9,51.0,3.033333333333333
1337,20.0,349.28333333333336,30.3,32.8,49.2,50.9,51.2,51.1,14.9,51.0,3.0
1338,20.0,330.51666666666665,28.6,29.7,47.9,50.7,51.2,51.1,14.9,51.0,3.0
1339,20.2,315.0,26.9,27.9,46.0,50.6,51.1,51.0,14.9,51.0,3.0
1340,20.4,304.43333333333334,26.1,26.5,43.6,50.2,51.0,50.9,14.9,50.9,1.5
1341,20.3,303.6333333333333,26.0,26.4,43.9,50.3,51.0,51.1,,,
1342,19.9,311.21666666666664,26.1,26.9,43.8,50.3,51.0,51.0,,,
1343,19.9,310.8,26.1,27.0,43.9,50.2,51.0,50.8,,,
1344,20.3,310.3666666666666,26.1,27.4,44.0,50.2,51.0,50.8,,,
1345,20.2,311.93333333333334,26.2,27.8,44.2,50.3,51.0,51.0,,,
1346,20.2,311.7,26.1,28.0,44.2,50.2,51.0,50.9,,,
1347,19.8,312.95,26.2,28.3,44.3,50.2,51.0,51.0,,,
1348,20.0,312.6666666666667,26.3,28.6,44.2,50.2,51.0,51.1,,,
1349,20.1,315.15000000000003,26.3,28.9,44.4,50.2,51.0,50.9,,,
1350,20.3,314.70000000000005,26.3,29.2,44.2,50.2,51.0,51.0,,,
1351,20.0,315.50000000000006,26.4,29.4,44.7,50.2,51.0,50.9,,,
1352,19.9,316.4333333333334,26.5,29.7,44.3,50.2,51.0,50.6,,,
1353,20.1,317.65000000000003,26.5,30.0,44.5,50.2,51.0,50.9,,,
1354,20.2,318.4166666666667,26.6,30.2,44.5,50.2,51.0,50.9,,,
1355,20.2,319.2,26.7,30.5,44.7,50.2,51.0,51.0,,,
1356,19.9,319.41666666666663,26.8,30.8,44.6,50.2,51.0,50.7,,,
1357,20.0,320.51666666666665,26.9,31.0,44.7,50.2,51.0,50.9,,,
1358,20.2,322.48333333333335,27.0,31.3,44.9,50.2,51.0,50.8,,,
1359,20.2,322.7833333333333,27.1,31.6,44.9,50.2,50.9,50.9,,,
1360,20.2,322.9166666666667,27.2,31.9,45.0,50.1,50.9,50.8,,,
1361,19.9,324.1166666666666,27.4,32.2,45.1,50.2,50.9,50.7,,,
1362,19.9,325.2666666666667,27.5,32.4,45.1,50.2,50.9,50.9,,,
1363,20.2,326.18333333333334,27.6,32.7,45.1,50.2,50.9,51.0,,,
1364,20.2,326.9166666666667,27.7,32.9,45.3,50.1,50.9,50.5,,,
1365,20.0,327.81666666666666,27.9,33.2,45.3,50.1,50.9,50.6,,,
1366,20.5,328.7166666666667,28.0,33.5,45.3,50.1,50.9,50.8,,,
1367,20.1,329.3666666666667,28.2,33.7,45.5,50.1,50.9,50.6,,,
1368,20.2,329.7,28.3,34.0,45.5,50.1,50.9,50.6,,,
1369,20.2,331.0,28.5,34.2,45.6,50.1,50.9,50.6,,,
1370,19.7,332.3666666666666,28.7,34.5,45.7,50.1,50.9,50.7,,,
1371,19.8,333.3833333333333,28.8,34.7,45.8,50.1,50.9,50.5,,,
1372,20.0,333.41666666666663,29.0,34.9,45.9,50.1,50.9,50.7,,,
1373,20.1,335.15000000000003,29.1,35.2,45.9,50.1,50.9,50.8,,,
1374,20.1,336.46666666666664,29.3,35.4,46.0,50.1,50.9,50.8,,,
1375,19.8,336.71666666666664,29.4,35.7,46.1,50.1,50.9,50.2,,,
1376,19.7,336.96666666666664,29.7,35.9,46.2,50.1,50.8,50.7,,,
1377,20.0,339.93333333333334,29.8,36.1,46.3,50.1,50.8,50.6,,,
1378,20.0,339.8,30.0,36.4,46.4,50.1,50.8,50.7,,,
1379,19.9,339.5,30.2,36.6,46.4,50.1,50.8,50.5,,,
1380,19.8,340.95,30.4,36.9,46.5,50.1,50.8,50.6,,,
1381,20.0,341.54999999999995,30.6,37.1,46.7,50.1,50.8,50.5,,,
1382,20.1,341.84999999999997,30.8,37.3,46.7,50.1,50.8,50.5,,,
1383,20.1,343.0,30.9,37.5,46.8,50.1,50.8,50.6,,,
1384,19.9,343.86666666666673,31.1,37.7,46.9,50.1,50.8,50.6,,,
1385,19.8,344.8333333333333,31.3,38.0,47.0,50.1,50.8,50.3,,,
1386,20.1,345.7833333333333,31.5,38.2,47.1,50.1,50.8,50.7,,,
1387,20.1,346.4166666666667,31.7,38.4,47.2,50.1,50.8,50.4,,,
1388,19.9,347.4666666666667,31.9,38.6,47.3,50.1,50.7,50.4,,,
1389,19.8,348.34999999999997,32.1,38.8,47.4,50.1,50.7,50.3,,,
1390,20.0,349.04999999999995,32.3,39.1,47.5,50.1,50.8,50.3,,,
1391,20.0,349.9166666666667,32.5,39.3,47.5,50.0,50.7,50.2,,,
1392,20.1,350.7333333333333,32.7,39.5,47.7,50.1,50.7,50.4,,,
1393,20.0,351.79999999999995,32.9,39.7,47.7,50.0,50.8,50.4,,,
1394,19.8,352.1499999999999,33.1,39.9,47.9,50.1,50.7,50.4,,,
1395,20.1,353.6166666666666,33.3,40.1,47.9,50.0,50.7,50.5,,,
1396,20.2,354.55,33.5,40.3,48.0,50.1,50.7,50.5,,,
1397,20.0,355.1333333333334,33.7,40.5,48.1,50.0,50.7,50.4,,,
1398,19.7,356.26666666666665,34.0,40.7,48.2,50.1,50.7,50.5,,,
1399,19.9,357.0833333333333,34.1,41.0,48.3,50.0,50.7,50.4,,,
1400,20.0,357.43333333333334,34.4,41.2,48.4,50.1,50.7,50.1,,,
1401,20.1,358.29999999999995,34.5,41.4,48.5,50.1,50.7,50.5,,,
1402,20.2,359.9166666666667,34.8,41.6,48.6,50.1,50.7,50.1,,,
1403,19.9,359.6166666666666,35.0,41.8,48.7,50.1,50.7,50.0,,,
1404,19.9,361.40000000000003,35.2,42.0,48.8,50.1,50.7,50.2,,,
1405,20.1,361.76666666666665,35.4,42.2,48.9,50.1,50.7,50.4,,,
1406,20.0,363.20000000000005,35.6,42.3,49.0,50.1,50.7,50.3,,,
1407,19.8,363.18333333333334,35.8,42.5,49.0,50.2,50.7,50.3,,,
1408,19.8,364.6666666666667,36.1,42.7,49.1,50.2,50.7,50.5,,,
1409,20.1,364.45,36.3,42.9,49.2,50.2,50.7,50.2,,,
1410,20.2,365.23333333333335,36.5,43.1,49.3,50.2,50.7,50.2,,,
1411,19.9,366.51666666666665,36.7,43.3,49.4,50.3,50.7,50.1,,,
1412,19.8,367.65000000000003,36.9,43.5,49.5,50.3,50.7,50.4,,,
1413,20.0,368.2,37.1,43.7,49.6,50.3,50.7,50.5,,,
1414,20.1,369.48333333333335,37.3,43.9,49.6,50.3,50.7,50.5,,,
1415,20.0,370.26666666666665,37.5,44.0,49.7,50.3,50.6,50.3,,,
1416,19.8,370.95000000000005,37.8,44.2,49.8,50.4,50.6,50.4,,,
1417,19.9,371.73333333333335,38.0,44.4,49.8,50.4,50.6,50.2,,,
1418,20.0,371.43333333333334,38.2,44.6,49.9,50.4,50.6,50.4,,,
1419,20.1,372.05,38.4,44.8,50.0,50.4,50.6,50.4,,,
1420,20.1,372.8666666666666,38.6,44.9,50.0,50.4,50.6,50.5,,,
1421,19.9,373.6333333333334,38.8,45.1,50.1,50.5,50.7,50.6,,,
1422,20.0,374.2166666666667,39.0,45.3,50.1,50.5,50.7,50.7,,,
1423,20.1,374.59999999999997,39.2,45.5,50.2,50.5,50.7,50.7,,,
1424,20.1,375.54999999999995,39.4,45.6,50.2,50.5,50.7,50.7,,,
1425,19.9,376.76666666666665,39.7,45.8,50.3,50.5,50.7,50.7,,,
1426,19.8,377.43333333333334,39.9,46.0,50.4,50.5,50.7,50.7,,,
1427,20.0,378.4166666666667,40.1,46.2,50.4,50.5,50.7,50.7,,,
1428,20.2,379.1000000000001,40.3,46.3,50.5,50.6,50.7,50.8,,,
1429,20.0,379.73333333333335,40.5,46.5,50.5,50.6,50.8,50.8,,,
1430,19.9,380.36666666666673,40.7,46.7,50.5,50.6,50.8,50.8,,,
1431,20.1,381.31666666666666,40.9,46.8,50.5,50.6,50.8,50.8,,,
1432,20.2,381.8666666666666,41.1,47.0,50.5,50.6,50.8,50.8,,,
1433,20.0,382.9166666666667,41.4,47.2,50.6,50.7,50.9,50.8,,,
1434,19.8,383.33333333333326,41.6,47.3,50.6,50.7,50.9,50.9,,,
1435,20.0,384.26666666666665,41.8,47.5,50.6,50.7,50.9,50.9,,,
1436,20.1,384.4166666666667,42.0,47.6,50.6,50.7,50.9,50.9,,,
1437,20.2,385.88333333333327,42.2,47.8,50.6,50.8,51.0,51.0,,,
1438,19.8,386.75,42.4,48.0,50.7,50.8,51.0,51.0,,,
1439,19.8,387.2,42.6,48.1,50.8,50.8,51.0,51.1,,,
