minutes,Ta,Tsetpoint,inletT,draw,DRstatus,h_src1In (Wh),h_src1Out (Wh),tcouple1 (C),tcouple2 (C),tcouple3 (C),tcouple4 (C),tcouple5 (C),tcouple6 (C),toutlet (C)
1363,19.5877,50,14.44,0,0,0,0,48.08,48.08,48.08,48.08,48.08,48.08,
1364,19.5879,50,14.44,0,0,0,0,48.07,48.07,48.07,48.07,48.07,48.07,
1365,19.634222,50,14.44,0,0,0,0,48.06,48.06,48.06,48.06,48.06,48.06,
1366,19.631172,50,14.44,0,0,0,0,48.06,48.06,48.06,48.06,48.06,48.06,
1367,19.6072,50,14.44,0,0,0,0,48.05,48.05,48.05,48.05,48.05,48.05,
1368,19.589456,50,14.44,0,0,0,0,48.05,48.05,48.05,48.05,48.05,48.05,
1369,19.609422,50,14.44,0,0,0,0,48.04,48.04,48.04,48.04,48.04,48.04,
1370,19.552983,50,14.44,0,0,0,0,48.04,48.04,48.04,48.04,48.04,48.04,
1371,19.514089,50,14.44,0,0,0,0,48.03,48.03,48.03,48.03,48.03,48.03,
1372,19.537128,50,14.44,0,0,0,0,48.02,48.02,48.02,48.02,48.02,48.02,
1373,19.546428,50,14.44,0,0,0,0,48.02,48.02,48.02,48.02,48.02,48.02,
1374,19.580789,50,14.44,0,0,0,0,48.01,48.01,48.01,48.01,48.01,48.01,
1375,19.641778,50,14.44,0,0,0,0,48.01,48.01,48.01,48.01,48.01,48.01,
1376,19.609689,50,14.44,0,0,0,0,48,48,48,48,48,48,
1377,19.57445,50,14.44,0,0,0,0,48,48,48,48,48,48,
1378,19.584661,50,14.44,0,0,0,0,47.99,47.99,47.99,47.99,47.99,47.99,
1379,19.57925,50,14.44,0,0,0,0,47.98,47.98,47.98,47.98,47.98,47.98,
1380,19.593811,50,14.44,0,0,0,0,47.98,47.98,47.98,47.98,47.98,47.98,
1381,19.61065,50,14.44,0,0,0,0,47.97,47.97,47.97,47.97,47.97,47.97,
1382,19.61065,50,14.44,0,0,0,0,47.97,47.97,47.97,47.97,47.97,47.97,
1383,19.61065,50,14.44,0,0,0,0,47.96,47.96,47.96,47.96,47.96,47.96,
1384,19.61065,50,14.44,0,0,0,0,47.96,47.96,47.96,47.96,47.96,47.96,
1385,19.61065,50,14.44,0,0,0,0,47.95,47.95,47.95,47.95,47.95,47.95,
1386,19.61065,50,14.44,0,0,0,0,47.94,47.94,47.94,47.94,47.94,47.94,
1387,19.61065,50,14.44,0,0,0,0,47.94,47.94,47.94,47.94,47.94,47.94,
1388,19.61065,50,14.44,0,0,0,0,47.93,47.93,47.93,47.93,47.93,47.93,
1389,19.61065,50,14.44,0,0,0,0,47.93,47.93,47.93,47.93,47.93,47.93,
1390,19.61065,50,14.44,0,0,0,0,47.92,47.92,47.92,47.92,47.92,47.92,
1391,19.61065,50,14.44,0,0,0,0,47.92,47.92,47.92,47.92,47.92,47.92,
1392,19.61065,50,14.44,0,0,0,0,47.91,47.91,47.91,47.91,47.91,47.91,
1393,19.61065,50,14.44,0,0,0,0,47.9,47.9,47.9,47.9,47.9,47.9,
1394,19.61065,50,14.44,0,0,0,0,47.9,47.9,47.9,47.9,47.9,47.9,
1395,19.61065,50,14.44,0,0,0,0,47.89,47.89,47.89,47.89,47.89,47.89,
1396,19.61065,50,14.44,0,0,0,0,47.89,47.89,47.89,47.89,47.89,47.89,
1397,19.61065,50,14.44,0,0,0,0,47.88,47.88,47.88,47.88,47.88,47.88,
1398,19.61065,50,14.44,0,0,0,0,47.88,47.88,47.88,47.88,47.88,47.88,
1399,19.61065,50,14.44,0,0,0,0,47.87,47.87,47.87,47.87,47.87,47.87,
1400,19.61065,50,14.44,0,0,0,0,47.86,47.86,47.86,47.86,47.86,47.86,
1401,19.61065,50,14.44,0,0,0,0,47.86,47.86,47.86,47.86,47.86,47.86,
1402,19.61065,50,14.44,0,0,0,0,47.85,47.85,47.85,47.85,47.85,47.85,
1403,19.61065,50,14.44,0,0,0,0,47.85,47.85,47.85,47.85,47.85,47.85,
1404,19.61065,50,14.44,0,0,0,0,47.84,47.84,47.84,47.84,47.84,47.84,
1405,19.61065,50,14.44,0,0,0,0,47.84,47.84,47.84,47.84,47.84,47.84,
1406,19.61065,50,14.44,0,0,0,0,47.83,47.83,47.83,47.83,47.83,47.83,
1407,19.61065,50,14.44,0,0,0,0,47.82,47.82,47.82,47.82,47.82,47.82,
1408,19.61065,50,14.44,0,0,0,0,47.82,47.82,47.82,47.82,47.82,47.82,
1409,19.61065,50,14.44,0,0,0,0,47.81,47.81,47.81,47.81,47.81,47.81,
1410,19.61065,50,14.44,0,0,0,0,47.81,47.81,47.81,47.81,47.81,47.81,
1411,19.61065,50,14.44,0,0,0,0,47.8,47.8,47.8,47.8,47.8,47.8,
1412,19.61065,50,14.44,0,0,0,0,47.8,47.8,47.8,47.8,47.8,47.8,
1413,19.61065,50,14.44,0,0,0,0,47.79,47.79,47.79,47.79,47.79,47.79,
1414,19.61065,50,14.44,0,0,0,0,47.78,47.78,47.78,47.78,47.78,47.78,
1415,19.61065,50,14.44,0,0,0,0,47.78,47.78,47.78,47.78,47.78,47.78,
1416,19.61065,50,14.44,0,0,0,0,47.77,47.77,47.77,47.77,47.77,47.77,
1417,19.61065,50,14.44,0,0,0,0,47.77,47.77,47.77,47.77,47.77,47.77,
1418,19.61065,50,14.44,0,0,0,0,47.76,47.76,47.76,47.76,47.76,47.76,
1419,19.61065,50,14.44,0,0,0,0,47.76,47.76,47.76,47.76,47.76,47.76,
1420,19.61065,50,14.44,0,0,0,0,47.75,47.75,47.75,47.75,47.75,47.75,
1421,19.61065,50,14.44,0,0,0,0,47.74,47.74,47.74,47.74,47.74,47.74,
1422,19.61065,50,14.44,0,0,0,0,47.74,47.74,47.74,47.74,47.74,47.74,
1423,19.61065,50,14.44,0,0,0,0,47.73,47.73,47.73,47.73,47.73,47.73,
1424,19.61065,50,14.44,0,0,0,0,47.73,47.73,47.73,47.73,47.73,47.73,
1425,19.61065,50,14.44,0,0,0,0,47.72,47.72,47.72,47.72,47.72,47.72,
1426,19.61065,50,14.44,0,0,0,0,47.72,47.72,47.72,47.72,47.72,47.72,
1427,19.61065,50,14.44,0,0,0,0,47.71,47.71,47.71,47.71,47.71,47.71,
1428,19.61065,50,14.44,0,0,0,0,47.7,47.7,47.7,47.7,47.7,47.7,
1429,19.61065,50,14.44,0,0,0,0,47.7,47.7,47.7,47.7,47.7,47.7,
1430,19.61065,50,14.44,0,0,0,0,47.69,47.69,47.69,47.69,47.69,47.69,
1431,19.61065,50,14.44,0,0,0,0,47.69,47.69,47.69,47.69,47.69,47.69,
1432,19.61065,50,14.44,0,0,0,0,47.68,47.68,47.68,47.68,47.68,47.68,
1433,19.61065,50,14.44,0,0,0,0,47.68,47.68,47.68,47.68,47.68,47.68,
1434,19.61065,50,14.44,0,0,0,0,47.67,47.67,47.67,47.67,47.67,47.67,
1435,19.61065,50,14.44,0,0,0,0,47.67,47.67,47.67,47.67,47.67,47.67,
1436,19.61065,50,14.44,0,0,0,0,47.66,47.66,47.66,47.66,47.66,47.66,
1437,19.61065,50,14.44,0,0,0,0,47.65,47.65,47.65,47.65,47.65,47.65,
1438,19.61065,50,14.44,0,0,0,0,47.65,47.65,47.65,47.65,47.65,47.65,
1439,19.61065,50,14.44,0,0,0,0,47.64,47.64,47.64,47.64,47.64,47.64,
1440,19.61065,50,14.44,0,0,0,0,47.64,47.64,47.64,47.64,47.64,47.64,
