time,T+AF8-In+AF8-water,T+AF8-Out+AF8-water,T+AF8-Evap+AF8-In,T+AF8-Evap+AF8-Sat,T+AF8-Evap+AF8-Out,T+AF8-out+AF8-air,Power+AF8-W,flow+AF8-out+AF8-gpm,T+AF8-Tank+AF8-02,T+AF8-Tank+AF8-04,T+AF8-Tank+AF8-06,T+AF8-Tank+AF8-08,T+AF8-Tank+AF8-10,T+AF8-Tank+AF8-12,Power+AF8-res+AF8-kW,Power+AF8-comp+AF8-kW,T+AF8-Plenum+AF8-In,RH+AF8-In,minutes,hours,Power+AF8-kW,T+AF8-Tank+AF8-ave,T+AF8-Tank+AF8-COP,flow+AF8-out+AF8-gal,flow+AF8-out+AF8-tot,sumM+AF8-Outlet,dEin,E+AF8-in+AF8-tot,dT+AF8-Tank+AF8-ave,dEout,COP,minutes5,dEin5min,T+AF8-Tank+AF8-ave+AF8-5min,dT+AF8-Tank+AF8-ave+AF8-5min,dEadd5min,COP5min,Cap5min,Input5min
18may2013 03:32:00,,,35.063935,35.174907,35.225417,34.9475,1,0,56.426713,61.397963,62.136528,62.356991,62.597593,62.877824,,,35,40,469,7,0.001,61.29893,61.29893,0,0,0,0.06,258.9017,+AC0-0.0054626,+AC0-7.12074,,93,,,,,,,
18may2013 03:33:00,,,35.044676,35.167963,35.21162,34.926898,1,0,56.418194,61.409167,62.139722,62.358148,62.60412,62.889028,,,35,40,470,7,0.001,61.30306,61.30306,0,0,0,0.06,258.9617,0.0041275,5.380336,,94,,,,,,,
18may2013 03:34:00,,,35.049167,35.18338,35.212824,34.921481,1,0,56.409537,61.40875,62.14588,62.358102,62.599815,62.891157,,,35,40,471,7,0.001,61.30221,61.30221,0,0,0,0.06,259.0217,+AC0-0.0008545,+AC0-1.113859,,94,,,,,,,
18may2013 03:35:00,,,35.047037,35.193056,35.19875,34.929583,1,0,56.404444,61.405648,62.141111,62.359583,62.592963,62.889074,,,35,40,472,7,0.001,61.29881,61.29881,0,0,0,0.06,259.0817,+AC0-0.0034027,+AC0-4.435544,,94,,,,,,,
18may2013 03:36:00,,,35.046852,35.17088,35.215,34.972778,1,0,56.396343,61.403426,62.138333,62.358426,62.599769,62.887778,,,35,40,473,7,0.001,61.29734,61.29734,0,0,0,0.06,259.1417,+AC0-0.001461,+AC0-1.9045,,94,,,,,,,
18may2013 03:37:00,,,35.058426,35.19,35.218981,34.925,1,0,56.39037,61.402361,62.136481,62.356528,62.601157,62.891667,,,35,40,474,7,0.001,61.29643,61.29643,0,0,0,0.06,259.2017,+AC0-0.0009155,+AC0-1.19342,,94,,,,,,,
18may2013 03:38:00,,,35.058889,35.176204,35.208472,34.95213,1,0,56.392824,61.415694,62.14625,62.357917,62.597917,62.887361,,,35,40,475,7,0.001,61.29966,61.29966,0,0,0,0.06,259.2617,0.003231,4.211779,,95,,,,,,,
18may2013 03:39:00,,,35.054074,35.159583,35.217731,34.938102,1,0,56.394444,61.422639,62.153148,62.359491,62.598241,62.88088,,,35,40,476,7,0.001,61.30148,61.30148,0,0,0,0.06,259.3217,0.0018158,2.36695,,95,,,,,,,
18may2013 03:40:00,,,35.049259,35.173981,35.209491,34.937176,1,0,56.394074,61.42463,62.15338,62.369537,62.603611,62.881157,,,35,40,477,7,0.001,61.3044,61.3044,0,0,0,0.06,259.3817,0.0029221,3.808999,,95,,,,,,,
18may2013 03:41:00,,,35.05713,35.170231,35.209074,34.902546,1,0,56.396759,61.434815,62.165185,62.371435,62.60463,62.883843,,,35,40,478,7,0.001,61.30944,61.30944,0,0,0,0.06,259.4417,0.0050468,6.578728,,95,,,,,,,
18may2013 03:42:00,,,35.05213,35.160185,35.195093,34.924306,1,0,56.386944,61.436991,62.157269,62.362593,62.584583,62.879028,,,35,40,479,7,0.001,61.30124,61.30124,0,0,0,0.06,259.5017,+AC0-0.0082092,+AC0-10.701,,95,,,,,,,
18may2013 03:43:00,,,35.05088,35.156481,35.208472,34.917731,1,0,56.374537,61.424491,62.149676,62.359074,62.592963,62.870648,,,35,40,480,8,0.001,61.29523,61.29523,0,0,0,0.06,259.5617,+AC0-0.0060043,+AC0-7.826847,,96,,,,,,,
18may2013 03:44:00,,,35.042778,35.16088,35.203611,34.91125,1,0,56.375093,61.423611,62.152222,62.358657,62.595463,62.869306,,,35,40,481,8,0.001,61.29573,61.29573,0,0,0,0.06,259.6217,0.0004959,0.6464359,,96,,,,,,,
18may2013 03:45:00,,,35.045648,35.169583,35.203009,34.947361,1,0,56.361944,61.425972,62.147963,62.360972,62.598148,62.865648,,,35,40,482,8,0.001,61.29344,61.29344,0,0,0,0.06,259.6817,+AC0-0.002285,+AC0-2.978578,,96,,,,,,,
18may2013 03:46:00,,,35.047407,35.161481,35.206389,34.910556,1,0,56.349676,61.420741,62.149028,62.354815,62.589444,62.861991,,,35,40,483,8,0.001,61.28762,61.28762,0,0,0,0.06,259.7417,+AC0-0.005825,+AC0-7.593135,,96,,,,,,,
18may2013 03:47:00,,,35.050602,35.150648,35.203333,34.948333,1,0,56.347269,61.420556,62.149583,62.358241,62.590139,62.856343,,,35,40,484,8,0.001,61.28702,61.28702,0,0,0,0.06,259.8017,+AC0-0.0005951,+AC0-0.775723,,96,,,,,,,
18may2013 03:48:00,,,35.056806,35.175185,35.21213,34.919815,1,0,56.332731,61.416343,62.142315,62.344676,62.583194,62.854861,,,35,40,485,8,0.001,61.27902,61.27902,0,0,0,0.06,259.8617,+AC0-0.0080032,+AC0-10.43248,,97,,,,,,,
18may2013 03:49:00,,,35.05162,35.140694,35.205741,34.94412,1,0,56.330324,61.416528,62.13787,62.353194,62.580278,62.857315,,,35,40,486,8,0.001,61.27925,61.27925,0,0,0,0.06,259.9217,0.0002327,0.3033276,,97,,,,,,,
18may2013 03:50:00,,,35.063241,35.15838,35.207963,34.950463,1,0,56.322963,61.413519,62.143194,62.347269,62.569167,62.852361,,,35,40,487,8,0.001,61.27475,61.27475,0,0,0,0.06,259.9817,+AC0-0.0045052,+AC0-5.872622,,97,,,,,,,
18may2013 03:51:00,,,35.053657,35.15,35.199583,34.960417,1,0,56.313519,61.409259,62.14,62.34287,62.587407,62.857593,,,35.1,40,488,8,0.001,61.27511,61.27511,0,0,0,0.06,260.0417,0.0003624,0.4723954,,97,,,,,,,
18may2013 03:52:00,,,35.065139,35.185556,35.228657,34.974954,1,0,56.298287,61.406852,62.139537,62.34537,62.578889,62.859167,,,35,40,489,8,0.001,61.27135,61.27135,0,0,0,0.06,260.1017,+AC0-0.0037575,+AC0-4.897995,,97,,,,,,,
18may2013 03:53:00,,,35.075093,35.176713,35.238519,34.99,1,0,56.301667,61.414861,62.1375,62.346204,62.586944,62.846574,,,35.1,40,490,8,0.001,61.27229,61.27229,0,0,0,0.06,260.1617,0.0009422,1.228228,,98,,,,,,,
18may2013 03:54:00,,,35.08912,35.187454,35.23662,34.959583,1,0,56.286806,61.400463,62.13787,62.346806,62.571944,62.840139,,,35,40,491,8,0.001,61.264,61.264,0,0,0,0.06,260.2217,+AC0-0.0082893,+AC0-10.80542,,98,,,,,,,
18may2013 03:55:00,,,35.07412,35.176898,35.220787,34.948287,1,0,56.274722,61.407222,62.131944,62.345509,62.570231,62.849028,,,35,40,492,8,0.001,61.26311,61.26311,0,0,0,0.06,260.2817,+AC0-0.0008926,+AC0-1.163585,,98,,,,,,,
18may2013 03:56:00,,,35.065324,35.200093,35.223519,34.956574,1,0,56.265278,61.404213,62.132917,62.339398,62.576204,62.842593,,,35,40,493,8,0.001,61.2601,61.2601,0,0,0,0.06,260.3417,+AC0-0.0030098,+AC0-3.923369,,98,,,,,,,
18may2013 03:57:00,,,35.076389,35.165972,35.230509,34.96375,1,0,56.258472,61.39588,62.135231,62.340602,62.565185,62.837778,,,35,40,494,8,0.001,61.25552,61.25552,0,0,0,0.06,260.4017,+AC0-0.0045776,+AC0-5.967101,,98,,,,,,,
18may2013 03:58:00,,,35.070556,35.174074,35.225463,34.955741,1,0,56.251481,61.39463,62.12463,62.332639,62.564398,62.839583,,,35,40,495,8,0.001,61.25123,61.25123,0,0,0,0.06,260.4617,+AC0-0.0042953,+AC0-5.599129,,99,,,,,,,
18may2013 03:59:00,,,35.080231,35.184491,35.228333,34.929537,1,0,56.235509,61.388843,62.120139,62.331574,62.55838,62.836759,,,35,40,496,8,0.001,61.2452,61.2452,0,0,0,0.06,260.5217,+AC0-0.0060272,+AC0-7.856682,,99,,,,,,,
18may2013 04:00:00,,,35.076019,35.165,35.221898,34.943148,1,0,56.224676,61.390185,62.117269,62.329259,62.552963,62.829861,,,35,40,497,8,0.001,61.2407,61.2407,0,0,0,0.06,260.5817,+AC0-0.0044975,+AC0-5.862676,,99,,,,,,,
18may2013 04:01:00,,,35.062778,35.177963,35.213565,34.939213,1,0,56.219954,61.389074,62.123843,62.318565,62.558333,62.82713,,,35,40,498,8,0.001,61.23948,61.23948,0,0,0,0.06,260.6417,+AC0-0.0012207,+AC0-1.591227,,99,,,,,,,
18may2013 04:02:00,,,35.04287,35.167176,35.219352,34.928287,1,0,56.210694,61.379491,62.113426,62.321759,62.557546,62.832361,,,35,40,499,8,0.001,61.23588,61.23588,0,0,0,0.06,260.7017,+AC0-0.0036049,+AC0-4.699091,,99,,,,,,,
18may2013 04:03:00,,,35.049306,35.146528,35.220602,34.950648,1,0,56.202176,61.378241,62.113935,62.315278,62.549306,62.828194,,,35,40,500,8,0.001,61.23119,61.23119,0,0,0,0.06,260.7617,+AC0-0.0046883,+AC0-6.111305,,100,,,,,,,
18may2013 04:04:00,,,35.055694,35.162593,35.219352,34.949028,1,0,56.190463,61.375787,62.108287,62.322778,62.553009,62.830509,,,35,40,501,8,0.001,61.23014,61.23014,0,0,0,0.06,260.8217,+AC0-0.001049,+AC0-1.36746,,100,,,,,,,
18may2013 04:05:00,,,35.058519,35.162778,35.22912,34.956343,1,0,56.186759,61.37338,62.111204,62.321713,62.547315,62.82588,,,35,40,502,8,0.001,61.22771,61.22771,0,0,0,0.06,260.8817,+AC0-0.0024338,+AC0-3.172508,,100,,,,,,,
18may2013 04:06:00,,,35.052685,35.168796,35.216296,34.937037,1,0,56.173981,61.378009,62.10875,62.31838,62.548843,62.82625,,,35,40,503,8,0.001,61.2257,61.2257,0,0,0,0.06,260.9417,+AC0-0.0020065,+AC0-2.615579,,100,,,,,,,
18may2013 04:07:00,,,35.056389,35.165,35.214537,34.96088,1,0,56.165,61.370926,62.098657,62.307824,62.541019,62.818287,,,35,40,504,8,0.001,61.21695,61.21695,0,0,0,0.06,261.0017,+AC0-0.0087471,+AC0-11.40213,,100,,,,,,,
18may2013 04:08:00,,,35.036898,35.14338,35.215833,34.921528,1,0,56.147685,61.35713,62.094352,62.304491,62.53162,62.813472,,,35,40,505,8,0.001,61.20813,61.20813,0,0,0,0.06,261.0617,+AC0-0.0088272,+AC0-11.50656,,101,,,,,,,
18may2013 04:09:00,,,35.040046,35.144074,35.217917,34.946065,1,0,56.130926,61.350278,62.089259,62.29287,62.529722,62.809861,,,35,40,506,8,0.001,61.20049,61.20049,0,0,0,0.06,261.1217,+AC0-0.0076408,+AC0-9.960085,,101,,,,,,,
18may2013 04:10:00,,,35.024769,35.139352,35.206296,34.92713,1,0,56.083843,61.331204,62.063704,62.274907,62.516389,62.800278,,,35,40,507,8,0.001,61.17839,61.17839,0,0,0,0.06,261.1817,+AC0-0.0220985,+AC0-28.80618,,101,,,,,,,
18may2013 04:11:00,,,35.016991,35.138009,35.191435,34.948565,1,0,56.059352,61.295972,62.033611,62.253148,62.489907,62.770556,,,35,40,508,8,0.001,61.15042,61.15042,0,0,0,0.06,261.2417,+AC0-0.0279617,+AC0-36.44904,,101,,,,,,,
18may2013 04:12:00,,,35.016759,35.139028,35.194722,34.939074,1,0,56.029722,61.276574,62.015278,62.231065,62.475093,62.757315,,,35,40,509,8,0.001,61.13084,61.13084,0,0,0,0.06,261.3017,+AC0-0.0195847,+AC0-25.52925,,101,,,,,,,
18may2013 04:13:00,,,35.011806,35.126852,35.187685,34.946944,1,0,56.01625,61.271065,62.016157,62.227731,62.471435,62.75463,,,35,40,510,8,0.001,61.12621,61.12621,0,0,0,0.06,261.3617,+AC0-0.0046272,+AC0-6.031744,,102,,,,,,,
18may2013 04:14:00,,,35.014259,35.131852,35.19537,34.943102,1,0,56.000231,61.264213,62.004398,62.218565,62.466204,62.741898,,,35,40,511,8,0.001,61.11592,61.11592,0,0,0,0.06,261.4217,+AC0-0.0102959,+AC0-13.421,,102,,,,,,,
18may2013 04:15:00,,,35.029444,35.152593,35.20088,34.968102,1,0,55.993102,61.26375,62.016713,62.218796,62.466574,62.746157,,,35,40,512,8,0.001,61.11752,61.11752,0,0,0,0.06,261.4817,0.0015984,2.083513,,102,,,,,,,
18may2013 04:16:00,,,35.04125,35.147778,35.225278,34.982917,1,0,55.975231,61.258704,62.005926,62.216944,62.459352,62.750787,,,35,40,513,8,0.001,61.11116,61.11116,0,0,0,0.06,261.5417,+AC0-0.0063591,+AC0-8.289297,,102,,,,,,,
18may2013 04:17:00,,,35.043241,35.161111,35.220741,34.977269,1,0,55.980509,61.255185,62.009907,62.215278,62.457963,62.740926,,,35,40,514,8,0.001,61.10996,61.10996,0,0,0,0.06,261.6017,+AC0-0.001194,+AC0-1.556419,,102,,,,,,,
18may2013 04:18:00,,,35.055648,35.152546,35.224213,34.9925,1,0,55.965231,61.259306,61.989954,62.210046,62.46,62.743565,,,35.1,40,515,8,0.001,61.10468,61.10468,0,0,0,0.06,261.6617,+AC0-0.0052795,+AC0-6.882056,,103,,,,,,,
18may2013 04:19:00,,,35.054259,35.144722,35.238704,34.969907,1,0,55.954259,61.252593,62.00037,62.201296,62.455509,62.731574,,,35,40,516,8,0.001,61.09927,61.09927,0,0,0,0.06,261.7217,+AC0-0.0054169,+AC0-7.061069,,103,,,,,,,
18may2013 04:20:00,,,35.055046,35.146019,35.220231,34.972454,1,0,55.950417,61.246204,61.988981,62.205463,62.446991,62.727407,,,35.1,40,517,8,0.001,61.09424,61.09424,0,0,0,0.06,261.7817,+AC0-0.005024,+AC0-6.548893,,103,,,,,,,
18may2013 04:21:00,,,35.045417,35.159444,35.221157,34.959907,1,0,55.938472,61.25375,62.003333,62.205833,62.452778,62.730046,,,35,40,518,8,0.001,61.09737,61.09737,0,0,0,0.06,261.8417,0.0031281,4.077518,,103,,,,,,,
18may2013 04:22:00,,,35.045648,35.135463,35.208148,34.953056,1,0,55.933009,61.247269,61.985509,62.206898,62.439954,62.724213,,,35,40,519,8,0.001,61.08947,61.08947,0,0,0,0.06,261.9017,+AC0-0.0078964,+AC0-10.29325,,103,,,,,,,
18may2013 04:23:00,,,35.039861,35.137917,35.213704,34.941343,1,0,55.922963,61.239722,61.990139,62.20375,62.452593,62.725324,,,35,40,520,8,0.001,61.08908,61.08908,0,0,0,0.06,261.9617,+AC0-0.0003929,+AC0-0.5121762,,104,,,,,,,
18may2013 04:24:00,,,35.034398,35.137546,35.210324,34.942037,1,0,55.921528,61.248241,61.996296,62.202917,62.443194,62.725185,,,35,40,521,8,0.001,61.08956,61.08956,0,0,0,0.06,262.0217,0.0004807,0.6265455,,104,,,,,,,
18may2013 04:25:00,,,35.021157,35.140278,35.191713,34.922222,1,0,55.913935,61.251111,61.990324,62.203333,62.448194,62.736111,,,35,40,522,8,0.001,61.0905,61.0905,0,0,0,0.06,262.0817,0.0009384,1.223256,,104,,,,,,,
18may2013 04:26:00,,,35.012222,35.125648,35.190463,34.942037,1,0,55.899213,61.240324,61.988889,62.203472,62.448565,62.723889,,,35,40,523,8,0.001,61.08406,61.08406,0,0,0,0.06,262.1417,+AC0-0.006443,+AC0-8.398694,,104,,,,,,,
18may2013 04:27:00,,,35.026991,35.1375,35.199769,34.960417,1,0,55.906528,61.245185,61.989398,62.20125,62.447037,62.723704,,,35,40,524,8,0.001,61.08552,61.08552,0,0,0,0.06,262.2017,0.001461,1.9045,,104,,,,,,,
18may2013 04:28:00,,,35.020648,35.133102,35.200787,34.932037,1,0,55.892963,61.244444,61.988102,62.201204,62.449954,62.722685,,,35,40,525,8,0.001,61.08323,61.08323,0,0,0,0.06,262.2617,+AC0-0.0022926,+AC0-2.988523,,105,,,,,,,
18may2013 04:29:00,,,35.037315,35.13162,35.213056,34.995046,1,0,55.892917,61.242917,61.987176,62.202824,62.441111,62.726944,,,35,40,526,8,0.001,61.08231,61.08231,0,0,0,0.06,262.3217,+AC0-0.0009117,+AC0-1.188447,,105,,,,,,,
18may2013 04:30:00,,,35.033935,35.136111,35.204259,34.931481,1,0,55.89787,61.250509,61.999722,62.20162,62.44912,62.724259,,,35,40,527,8,0.001,61.08718,61.08718,0,0,0,0.06,262.3817,0.0048714,6.349989,,105,,,,,,,
18may2013 04:31:00,,,35.025417,35.134954,35.202222,34.948843,1,0,55.904028,61.264861,62.010926,62.212037,62.440648,62.716019,,,35,40,528,8,0.001,61.09142,61.09142,0,0,0,0.06,262.4417,0.0042343,5.519568,,105,,,,,,,
18may2013 04:32:00,,,35.022685,35.115741,35.188843,34.918704,1,0,55.917037,61.274444,62.014907,62.219259,62.45662,62.715509,,,35,40,529,8,0.001,61.09963,61.09963,0,0,0,0.06,262.5017,0.0082092,10.701,,105,,,,,,,
18may2013 04:33:00,,,35.037269,35.123981,35.192639,34.964537,1,0,55.920926,61.280463,62.013472,62.222778,62.448889,62.71963,,,35.1,40,530,8,0.001,61.10102,61.10102,0,0,0,0.06,262.5617,0.0013962,1.819966,,106,,,,,,,
18may2013 04:34:00,,,35.050833,35.143102,35.212222,34.954861,1,0,55.908935,61.280417,62.018657,62.22125,62.457639,62.719815,,,35,40,531,8,0.001,61.10112,61.10112,0,0,0,0.06,262.6217,0.0000954,0.1243146,,106,,,,,,,
18may2013 04:35:00,,,35.056713,35.147639,35.201204,34.958889,1,0,55.906713,61.283472,62.022361,62.219769,62.448472,62.720509,,,35,40,532,8,0.001,61.10022,61.10022,0,0,0,0.06,262.6817,+AC0-0.0009041,+AC0-1.178502,,106,,,,,,,
18may2013 04:36:00,,,35.038657,35.126759,35.197731,34.920509,1,0,55.903565,61.279398,62.019491,62.217315,62.451852,62.714074,,,35,40,533,8,0.001,61.09761,61.09761,0,0,0,0.06,262.7417,+AC0-0.0026016,+AC0-3.391302,,106,,,,,,,
18may2013 04:37:00,,,35.020324,35.116898,35.19162,34.935602,1,0,55.882315,61.279074,62.017731,62.220602,62.451667,62.713796,,,35,40,534,8,0.001,61.0942,61.0942,0,0,0,0.06,262.8017,+AC0-0.003418,+AC0-4.455435,,106,,,,,,,
18may2013 04:38:00,,,35.038472,35.117315,35.203611,34.958611,1,0,55.878426,61.278565,62.018519,62.220139,62.453611,62.720556,,,35,40,535,8,0.001,61.09497,61.09497,0,0,0,0.06,262.8617,0.0007744,1.009434,,107,,,,,,,
18may2013 04:39:00,,,35.040741,35.146343,35.203056,34.947361,1,0,55.869352,61.266019,62.010648,62.215741,62.446157,62.706806,,,35,40,536,8,0.001,61.08579,61.08579,0,0,0,0.06,262.9217,+AC0-0.009182,+AC0-11.96901,,107,,,,,,,
18may2013 04:40:00,,,35.049907,35.134861,35.206528,34.948796,1,0,55.854907,61.269676,62.010741,62.21213,62.441111,62.701435,,,35.1,40,537,8,0.001,61.08167,61.08167,0,0,0,0.06,262.9817,+AC0-0.0041237,+AC0-5.375363,,107,,,,,,,
18may2013 04:41:00,,,35.049259,35.147917,35.219398,34.940093,1,0,55.856019,61.267917,62.003472,62.214398,62.4475,62.710324,,,35,40,538,8,0.001,61.08327,61.08327,0,0,0,0.06,263.0417,0.001606,2.093458,,107,,,,,,,
18may2013 04:42:00,,,35.035278,35.124815,35.206759,34.934676,1,0,55.831343,61.257176,62.002593,62.206019,62.432917,62.694028,,,35.1,40,539,8,0.001,61.07068,61.07068,0,0,0,0.06,263.1017,+AC0-0.0125923,+AC0-16.4145,,107,,,,,,,
18may2013 04:43:00,,,35.048565,35.130787,35.208796,34.926111,1,0,55.837917,61.262361,62.003148,62.209074,62.436991,62.708889,,,35,40,540,9,0.001,61.0764,61.0764,0,0,0,0.06,263.1617,0.0057182,7.453903,,108,,,,,,,
18may2013 04:44:00,,,35.031759,35.111574,35.193704,34.954352,1,0,55.81338,61.245556,61.992778,62.199722,62.426759,62.692407,,,35,40,541,9,0.001,61.06177,61.06177,0,0,0,0.06,263.2217,+AC0-0.0146294,+AC0-19.06986,,108,,,,,,,
18may2013 04:45:00,,,35.037639,35.121991,35.193519,34.958981,1,0,55.784815,61.230417,61.972917,62.175417,62.413935,62.681528,,,35,40,542,9,0.001,61.04317,61.04317,0,0,0,0.06,263.2817,+AC0-0.0185966,+AC0-24.24135,,108,,,,,,,
18may2013 04:46:00,,,35.012176,35.115556,35.194676,34.940833,1,0,55.746898,61.212083,61.946111,62.154861,62.397176,62.66463,,,35.1,40,543,9,0.001,61.02029,61.02029,0,0,0,0.06,263.3417,+AC0-0.0228767,+AC0-29.82059,,108,,,,,,,
18may2013 04:47:00,,,35.020694,35.123194,35.201296,34.962407,1,0,55.71588,61.187361,61.942315,62.14662,62.39213,62.660185,,,35,40,544,9,0.001,61.00742,61.00742,0,0,0,0.06,263.4017,+AC0-0.0128784,+AC0-16.78744,,108,,,,,,,
18may2013 04:48:00,,,35.018565,35.099444,35.179954,34.923796,1,0,55.705602,61.177593,61.925556,62.135833,62.380093,62.650926,,,35,40,545,9,0.001,60.99593,60.99593,0,0,0,0.06,263.4617,+AC0-0.0114822,+AC0-14.96748,,109,,,,,,,
18may2013 04:49:00,,,34.99125,35.089074,35.173148,34.946481,1,0,55.676991,61.161157,61.909398,62.117454,62.356713,62.636759,,,35,40,546,9,0.001,60.97641,60.97641,0,0,0,0.06,263.5217,+AC0-0.0195198,+AC0-25.44471,,109,,,,,,,
18may2013 04:50:00,,,35.004167,35.092824,35.166296,34.900509,1,0,55.673194,61.150787,61.910046,62.121389,62.360278,62.64125,,,35,40,547,9,0.001,60.97616,60.97616,0,0,0,0.06,263.5817,+AC0-0.0002556,+AC0-0.3331631,,109,,,,,,,
18may2013 04:51:00,,,34.994861,35.07713,35.157454,34.92912,1,0,55.661944,61.146296,61.897269,62.116065,62.354722,62.634352,,,35,40,548,9,0.001,60.96844,60.96844,0,0,0,0.06,263.6417,+AC0-0.0077171,+AC0-10.05954,,109,,,,,,,
18may2013 04:52:00,,,34.991157,35.092546,35.172037,34.903611,1,0,55.65875,61.153426,61.903472,62.11412,62.352176,62.638611,,,35,40,549,9,0.001,60.97009,60.97009,0,0,0,0.06,263.7017,0.0016518,2.153129,,109,,,,,,,
18may2013 04:53:00,,,34.987454,35.082639,35.169676,34.937824,1,0,55.650972,61.145694,61.907269,62.120787,62.360509,62.635046,,,35,40,550,9,0.001,60.97005,60.97005,0,0,0,0.06,263.7617,+AC0-0.0000458,+AC0-0.059671,,110,,,,,,,
18may2013 04:54:00,,,35.002269,35.094676,35.186065,34.929074,1,0,55.646898,61.15125,61.904537,62.114444,62.34537,62.63287,,,35,40,551,9,0.001,60.9659,60.9659,0,0,0,0.06,263.8217,+AC0-0.0041504,+AC0-5.410171,,110,,,,,,,
18may2013 04:55:00,,,35.000093,35.079954,35.180046,34.930417,1,0,55.633148,61.14912,61.907407,62.114491,62.356435,62.632407,,,35,40,552,9,0.001,60.9655,60.9655,0,0,0,0.06,263.8817,+AC0-0.0003967,+AC0-0.5171487,,110,,,,,,,
18may2013 04:56:00,,,35.000509,35.104306,35.190046,34.950926,1,0,55.635231,61.150648,61.901065,62.114167,62.353565,62.633611,,,35,40,553,9,0.001,60.96471,60.96471,0,0,0,0.06,263.9417,+AC0-0.0007858,+AC0-1.024352,,110,,,,,,,
18may2013 04:57:00,,,35.006019,35.101157,35.189306,34.954352,1,0,55.633657,61.147037,61.910093,62.115324,62.356898,62.632963,,,35,40,554,9,0.001,60.966,60.966,0,0,0,0.06,264.0017,0.0012817,1.670788,,110,,,,,,,
18may2013 04:58:00,,,35.028704,35.101019,35.20338,34.985556,1,0,55.622546,61.150972,61.897083,62.109583,62.350602,62.628704,,,35,40,555,9,0.001,60.95992,60.95992,0,0,0,0.06,264.0617,+AC0-0.0060806,+AC0-7.926299,,111,,,,,,,
18may2013 04:59:00,,,35.031667,35.113148,35.203056,34.960833,1,0,55.630509,61.152639,61.908611,62.114259,62.359769,62.626991,,,35,40,556,9,0.001,60.96546,60.96546,0,0,0,0.06,264.1217,0.0055466,7.230137,,111,,,,,,,
18may2013 05:00:00,,,35.016667,35.119769,35.196667,34.961713,1,0,55.640556,61.168704,61.919028,62.120741,62.359769,62.626991,,,35,40,557,9,0.001,60.97263,60.97263,0,0,0,0.06,264.1817,0.0071678,9.343485,,111,,,,,,,
18may2013 05:01:00,,,35.02787,35.105787,35.189167,34.950139,1,0,55.650602,61.192546,61.931389,62.13162,62.365046,62.624444,,,35,40,558,9,0.001,60.98261,60.98261,0,0,0,0.06,264.2417,0.0099792,13.00828,,111,,,,,,,
18may2013 05:02:00,,,35.029769,35.112685,35.18125,34.940324,1,0,55.665787,61.198287,61.938472,62.139537,62.3675,62.623009,,,35,40,559,9,0.001,60.98877,60.98877,0,0,0,0.06,264.3017,0.0061569,8.02575,,111,,,,,,,
18may2013 05:03:00,,,35.026065,35.101991,35.184722,34.94375,1,0,55.658981,61.194491,61.944491,62.144306,62.369907,62.628333,,,35,40,560,9,0.001,60.99009,60.99009,0,0,0,0.06,264.3617,0.0013199,1.720514,,112,,,,,,,
18may2013 05:04:00,,,35.030602,35.106852,35.193981,34.941898,1,0,55.656574,61.197963,61.941991,62.146806,62.372407,62.634352,,,35,40,561,9,0.001,60.99168,60.99168,0,0,0,0.06,264.4217,0.0015984,2.083513,,112,,,,,,,
18may2013 05:05:00,,,35.030139,35.124306,35.194306,34.943472,1,0,55.645741,61.188565,61.94213,62.138704,62.370926,62.627778,,,35,40,562,9,0.001,60.98564,60.98564,0,0,0,0.06,264.4817,+AC0-0.0060425,+AC0-7.876573,,112,,,,,,,
18may2013 05:06:00,,,35.007963,35.112407,35.189537,34.953241,1,0,55.596806,61.15912,61.901389,62.10088,62.331528,62.602037,,,35,40,563,9,0.001,60.94863,60.94863,0,0,0,0.06,264.5417,+AC0-0.037014,+AC0-48.24898,,112,,,,,,,
18may2013 05:07:00,,,35.006389,35.090185,35.175278,34.903704,1,0,55.565417,61.13,61.893657,62.080185,62.322407,62.589028,,,35,40,564,9,0.001,60.93011,60.93011,0,0,0,0.06,264.6017,+AC0-0.0185127,+AC0-24.13195,,112,,,,,,,
18may2013 05:08:00,,,34.980231,35.055972,35.15,34.90338,1,0,55.528472,61.100972,61.859722,62.06537,62.298333,62.575648,,,35,40,565,9,0.001,60.90475,60.90475,0,0,0,0.06,264.6617,+AC0-0.0253601,+AC0-33.05774,,113,,,,,,,
18may2013 05:09:00,,,34.984259,35.070278,35.146944,34.924444,1,0,55.515972,61.094954,61.853102,62.061435,62.293333,62.56662,,,35,40,566,9,0.001,60.89757,60.89757,0,0,0,0.06,264.7217,+AC0-0.0071869,+AC0-9.368348,,113,,,,,,,
18may2013 05:10:00,,,34.988935,35.065139,35.153056,34.914954,1,0,55.505556,61.094954,61.856852,62.054537,62.302685,62.566944,,,35,40,567,9,0.001,60.89692,60.89692,0,0,0,0.06,264.7817,+AC0-0.0006447,+AC0-0.8403667,,113,,,,,,,
18may2013 05:11:00,,,34.988102,35.065833,35.152037,34.947824,1,0,55.505463,61.095741,61.851435,62.052824,62.290417,62.571991,,,35,40,568,9,0.001,60.89465,60.89465,0,0,0,0.06,264.8417,+AC0-0.0022774,+AC0-2.968632,,113,,,,,,,
