time,T+AF8-In+AF8-water,T+AF8-Out+AF8-water,T+AF8-Evap+AF8-In,T+AF8-Evap+AF8-Sat,T+AF8-Evap+AF8-Out,T+AF8-out+AF8-air,Power+AF8-W,flow+AF8-out+AF8-gpm,T+AF8-Tank+AF8-02,T+AF8-Tank+AF8-04,T+AF8-Tank+AF8-06,T+AF8-Tank+AF8-08,T+AF8-Tank+AF8-10,T+AF8-Tank+AF8-12,Power+AF8-res+AF8-kW,Power+AF8-comp+AF8-kW,T+AF8-Plenum+AF8-In,RH+AF8-In,minutes,hours,Power+AF8-kW,T+AF8-Tank+AF8-ave,T+AF8-Tank+AF8-COP,flow+AF8-out+AF8-gal,flow+AF8-out+AF8-tot,sumM+AF8-Outlet,dEin,E+AF8-in+AF8-tot,dT+AF8-Tank+AF8-ave,dEout,COP,minutes5,dEin5min,T+AF8-Tank+AF8-ave+AF8-5min,dT+AF8-Tank+AF8-ave+AF8-5min,dEadd5min,COP5min,Cap5min,Input5min
18may2013 22:58:00,,,35.000602,34.963287,34.979954,34.974907,1,0,49.269444,57.166991,58.737037,58.913241,59.108009,59.301204,,,35,40,1635,27,0.001,57.08265,57.08265,0,0,0,0.06,328.8617,+AC0-0.0138283,+AC0-18.02562,,327,,,,,,,
18may2013 22:59:00,,,34.992824,34.956481,34.966296,34.984583,1,0,49.253889,57.149537,58.724444,58.899444,59.0975,59.286019,,,35,40,1636,27,0.001,57.06847,57.06847,0,0,0,0.06,328.9217,+AC0-0.0141792,+AC0-18.48309,,327,,,,,,,
18may2013 23:00:00,,,35.003981,34.953426,34.967685,34.967083,1,0,49.278056,57.164815,58.74588,58.91537,59.11162,59.296481,,,35,40,1637,27,0.001,57.08537,57.08537,0,0,0,0.06,328.9817,0.0168953,22.02357,,327,,,,,,,
18may2013 23:01:00,,,35.018704,34.986111,35.002963,35.020046,1,0,49.289167,57.178472,58.751157,58.931991,59.129074,59.318333,,,35,40,1638,27,0.001,57.0997,57.0997,0,0,0,0.06,329.0417,0.0143318,18.682,,327,,,,,,,
18may2013 23:02:00,,,35.014583,34.985648,34.998287,35.000972,1,0,49.264954,57.165231,58.74375,58.91875,59.118426,59.303981,,,35,40,1639,27,0.001,57.08585,57.08585,0,0,0,0.06,329.1017,+AC0-0.0138512,+AC0-18.05545,,327,,,,,,,
18may2013 23:03:00,,,35.000509,34.97162,34.992222,34.996435,1,0,49.257176,57.149306,58.726204,58.905741,59.095648,59.291991,,,35,40,1640,27,0.001,57.07101,57.07101,0,0,0,0.06,329.1617,+AC0-0.0148392,+AC0-19.34335,,328,,,,,,,
18may2013 23:04:00,,,34.998102,34.956528,34.969583,34.963333,1,0,49.24588,57.132407,58.717176,58.88662,59.09037,59.280509,,,35,40,1641,27,0.001,57.05883,57.05883,0,0,0,0.06,329.2217,+AC0-0.0121841,+AC0-15.88243,,328,,,,,,,
18may2013 23:05:00,,,34.996806,34.948426,34.96162,34.936481,1,0,49.225,57.128611,58.70412,58.879167,59.078981,59.261806,,,35,40,1642,27,0.001,57.04628,57.04628,0,0,0,0.06,329.2817,+AC0-0.0125465,+AC0-16.35483,,328,,,,,,,
18may2013 23:06:00,,,35.015231,34.97338,34.987593,34.981204,1,0,49.254722,57.148241,58.728056,58.903426,59.099352,59.278241,,,35,40,1643,27,0.001,57.06867,57.06867,0,0,0,0.06,329.3417,0.0223923,29.18907,,328,,,,,,,
18may2013 23:07:00,,,35.02463,34.981991,34.99537,34.970556,1,0,49.264676,57.15662,58.729167,58.913657,59.117454,59.295694,,,35,40,1644,27,0.001,57.07954,57.07954,0,0,0,0.06,329.4017,0.0108719,14.17186,,328,,,,,,,
18may2013 23:08:00,,,34.998796,34.961574,34.988426,34.953009,1,0,49.243287,57.138657,58.7275,58.898796,59.096435,59.284676,,,35,40,1645,27,0.001,57.06489,57.06489,0,0,0,0.06,329.4617,+AC0-0.0146523,+AC0-19.0997,,329,,,,,,,
18may2013 23:09:00,,,34.988889,34.951204,34.971389,34.973565,1,0,49.236991,57.130694,58.716204,58.886713,59.086481,59.268426,,,35,40,1646,27,0.001,57.05425,57.05425,0,0,0,0.06,329.5217,+AC0-0.0106392,+AC0-13.86854,,329,,,,,,,
18may2013 23:10:00,,,34.975972,34.933657,34.956759,34.957361,1,0,49.222176,57.115926,58.701157,58.874676,59.067454,59.25875,,,35,40,1647,27,0.001,57.04002,57.04002,0,0,0,0.06,329.5817,+AC0-0.0142288,+AC0-18.54774,,329,,,,,,,
18may2013 23:11:00,,,34.964213,34.935509,34.947824,34.970787,1,0,49.215093,57.092963,58.683472,58.85875,59.055741,59.241759,,,35,40,1648,27,0.001,57.02463,57.02463,0,0,0,0.06,329.6417,+AC0-0.0153923,+AC0-20.06437,,329,,,,,,,
18may2013 23:12:00,,,34.96713,34.93662,34.959444,34.950046,1,0,49.147222,57.054815,58.650602,58.822963,59.041852,59.228426,,,35,40,1649,27,0.001,56.99098,56.99098,0,0,0,0.06,329.7017,+AC0-0.0336533,+AC0-43.86813,,329,,,,,,,
18may2013 23:13:00,,,35.004861,34.963148,34.98213,34.9975,1,0,49.223426,57.124352,58.704306,58.879398,59.076111,59.271157,,,35.1,40,1650,27,0.001,57.04646,57.04646,0,0,0,0.06,329.7617,0.055481,72.32126,,330,,,,,,,
18may2013 23:14:00,,,35.012917,34.971944,34.984167,34.98875,1,0,49.229676,57.120231,58.707176,58.882639,59.086435,59.270926,,,35,40,1651,27,0.001,57.04951,57.04951,0,0,0,0.06,329.8217,0.0030556,3.98304,,330,,,,,,,
18may2013 23:15:00,,,35.008333,34.961111,34.973333,34.987963,1,0,49.214769,57.109259,58.702685,58.871481,59.065648,59.252917,,,35,40,1652,27,0.001,57.03613,57.03613,0,0,0,0.06,329.8817,+AC0-0.0133896,+AC0-17.45377,,330,,,,,,,
18may2013 23:16:00,,,34.982824,34.947639,34.965556,35.00963,1,0,49.19875,57.095,58.686713,58.858472,59.060463,59.247222,,,35,40,1653,27,0.001,57.02444,57.02444,0,0,0,0.06,329.9417,+AC0-0.0116882,+AC0-15.236,,330,,,,,,,
18may2013 23:17:00,,,34.987083,34.94,34.960833,34.973194,1,0,49.183611,57.078843,58.665972,58.843287,59.041481,59.229722,,,35,40,1654,27,0.001,57.00715,57.00715,0,0,0,0.06,330.0017,+AC0-0.0172844,+AC0-22.53078,,330,,,,,,,
18may2013 23:18:00,,,34.991389,34.946296,34.957407,34.969306,1,0,49.148704,57.054444,58.641574,58.83,59.029259,59.225602,,,35,40,1655,27,0.001,56.98826,56.98826,0,0,0,0.06,330.0617,+AC0-0.0188904,+AC0-24.62424,,331,,,,,,,
18may2013 23:19:00,,,35.030602,34.984352,34.995694,34.997315,1,0,49.205093,57.104259,58.697315,58.869815,59.069213,59.25787,,,35,40,1656,27,0.001,57.03393,57.03393,0,0,0,0.06,330.1217,0.0456657,59.5268,,331,,,,,,,
18may2013 23:20:00,,,35.025741,34.979861,34.991713,34.978333,1,0,49.208426,57.096481,58.691713,58.874444,59.070972,59.254954,,,35,40,1657,27,0.001,57.03283,57.03283,0,0,0,0.06,330.1817,+AC0-0.0010948,+AC0-1.427132,,331,,,,,,,
18may2013 23:21:00,,,35.007361,34.960463,34.982176,34.976713,1,0,49.19625,57.083194,58.678102,58.855972,59.057176,59.241944,,,35,40,1658,27,0.001,57.01877,57.01877,0,0,0,0.06,330.2417,+AC0-0.014061,+AC0-18.32894,,331,,,,,,,
18may2013 23:22:00,,,35.007778,34.952083,34.971713,34.958611,1,0,49.18375,57.085463,58.672963,58.850185,59.035,59.230463,,,35,40,1659,27,0.001,57.00964,57.00964,0,0,0,0.06,330.3017,+AC0-0.0091362,+AC0-11.90934,,331,,,,,,,
18may2013 23:23:00,,,34.989074,34.944444,34.962917,34.956343,1,0,49.171944,57.072685,58.663241,58.833287,59.040185,59.216435,,,35,40,1660,27,0.001,56.99963,56.99963,0,0,0,0.06,330.3617,+AC0-0.010006,+AC0-13.04309,,332,,,,,,,
18may2013 23:24:00,,,34.988426,34.948333,34.962083,34.9525,1,0,49.151019,57.054769,58.646713,58.823981,59.028981,59.209815,,,35,40,1661,27,0.001,56.98588,56.98588,0,0,0,0.06,330.4217,+AC0-0.013752,+AC0-17.92616,,332,,,,,,,
18may2013 23:25:00,,,34.981852,34.94162,34.963704,34.947315,1,0,49.100972,57.002639,58.609167,58.795509,59.009491,59.19787,,,35,40,1662,27,0.001,56.95261,56.95261,0,0,0,0.06,330.4817,+AC0-0.0332718,+AC0-43.37088,,332,,,,,,,
18may2013 23:26:00,,,34.996806,34.948241,34.967685,34.984167,1,0,49.117593,57.031343,58.622269,58.805231,59.008889,59.203287,,,35,40,1663,27,0.001,56.96477,56.96477,0,0,0,0.06,330.5417,0.0121613,15.8526,,332,,,,,,,
18may2013 23:27:00,,,35.012639,34.967269,34.978796,34.985741,1,0,49.167454,57.064074,58.659306,58.841435,59.034722,59.228565,,,35,40,1664,27,0.001,56.99926,56.99926,0,0,0,0.06,330.6017,0.0344925,44.9621,,332,,,,,,,
18may2013 23:28:00,,,35.020694,34.967546,34.985926,35.000509,1,0,49.17875,57.073472,58.672269,58.849444,59.052037,59.234769,,,35,40,1665,27,0.001,57.01012,57.01012,0,0,0,0.06,330.6617,0.0108643,14.16192,,333,,,,,,,
18may2013 23:29:00,,,35.010139,34.96463,34.980139,35.000093,1,0,49.171435,57.071667,58.671991,58.835509,59.030556,59.22375,,,35,40,1666,27,0.001,57.00082,57.00082,0,0,0,0.06,330.7217,+AC0-0.0093079,+AC0-12.1331,,333,,,,,,,
18may2013 23:30:00,,,35.010463,34.956574,34.969167,34.951806,1,0,49.163241,57.059306,58.662824,58.827454,59.022963,59.206944,,,35,40,1667,27,0.001,56.99046,56.99046,0,0,0,0.06,330.7817,+AC0-0.0103607,+AC0-13.50554,,333,,,,,,,
18may2013 23:31:00,,,35.006435,34.952407,34.956713,34.971759,1,0,49.154028,57.048472,58.651991,58.816019,59.019907,59.198935,,,35,40,1668,27,0.001,56.98156,56.98156,0,0,0,0.06,330.8417,+AC0-0.0088959,+AC0-11.59607,,333,,,,,,,
18may2013 23:32:00,,,34.998472,34.954074,34.964676,34.969074,1,0,49.109352,57.011713,58.612778,58.794306,59.008981,59.188426,,,35,40,1669,27,0.001,56.95426,56.95426,0,0,0,0.06,330.9017,+AC0-0.0273018,+AC0-35.58878,,333,,,,,,,
18may2013 23:33:00,,,34.995694,34.948194,34.967917,34.981019,1,0,49.075556,56.983472,58.589954,58.776944,58.985231,59.176713,,,35.1,40,1670,27,0.001,56.93131,56.93131,0,0,0,0.06,330.9617,+AC0-0.0229454,+AC0-29.91009,,334,,,,,,,
18may2013 23:34:00,,,34.987315,34.94213,34.964167,34.99,1,0,49.067269,56.984491,58.587407,58.769028,58.979259,59.172778,,,35,40,1671,27,0.001,56.9267,56.9267,0,0,0,0.06,331.0217,+AC0-0.0046082,+AC0-6.006881,,334,,,,,,,
18may2013 23:35:00,,,34.98838,34.949167,34.961667,34.962176,1,0,49.058704,56.965509,58.576296,58.761667,58.971991,59.162963,,,35,40,1672,27,0.001,56.91619,56.91619,0,0,0,0.06,331.0817,+AC0-0.0105171,+AC0-13.70941,,334,,,,,,,
18may2013 23:36:00,,,34.994722,34.955463,34.968843,34.996713,1,0,49.096111,56.99375,58.607454,58.778241,58.987037,59.17787,,,35.1,40,1673,27,0.001,56.94008,56.94008,0,0,0,0.06,331.1417,0.0238914,31.14329,,334,,,,,,,
18may2013 23:37:00,,,35.018704,34.974306,34.979954,34.999213,1,0,49.14162,57.044954,58.640833,58.810556,59.02,59.201806,,,35,40,1674,27,0.001,56.97663,56.97663,0,0,0,0.06,331.2017,0.0365486,47.64233,,334,,,,,,,
18may2013 23:38:00,,,35.012731,34.968935,34.98125,34.991898,1,0,49.152685,57.042407,58.641991,58.818935,59.008935,59.194167,,,35,40,1675,27,0.001,56.97652,56.97652,0,0,0,0.06,331.2617,+AC0-0.0001068,+AC0-0.1392324,,335,,,,,,,
18may2013 23:39:00,,,35.011435,34.962407,34.979676,34.969074,1,0,49.139583,57.036898,58.640602,58.801343,59.008611,59.188565,,,35,40,1676,27,0.001,56.96927,56.96927,0,0,0,0.06,331.3217,+AC0-0.0072517,+AC0-9.452882,,335,,,,,,,
18may2013 23:40:00,,,35.002778,34.962454,34.965833,34.959167,1,0,49.113981,57.018009,58.619583,58.792315,58.988519,59.175139,,,35,40,1677,27,0.001,56.95126,56.95126,0,0,0,0.06,331.3817,+AC0-0.0180092,+AC0-23.47557,,335,,,,,,,
18may2013 23:41:00,,,35.004907,34.967176,34.980648,34.999769,1,0,49.069352,56.979352,58.581481,58.776343,58.973889,59.172037,,,35,40,1678,27,0.001,56.92541,56.92541,0,0,0,0.06,331.4417,+AC0-0.0258522,+AC0-33.6992,,335,,,,,,,
18may2013 23:42:00,,,35.002824,34.959815,34.974769,34.952731,1,0,49.058565,56.964491,58.577917,58.759213,58.967917,59.16037,,,35,40,1679,27,0.001,56.91475,56.91475,0,0,0,0.06,331.5017,+AC0-0.0106621,+AC0-13.89837,,335,,,,,,,
18may2013 23:43:00,,,34.989398,34.946991,34.961667,34.949352,1,0,49.048472,56.953009,58.564398,58.757176,58.959722,59.155972,,,35,40,1680,28,0.001,56.90646,56.90646,0,0,0,0.06,331.5617,+AC0-0.0082855,+AC0-10.80045,,336,,,,,,,
18may2013 23:44:00,,,34.980139,34.940185,34.960139,34.956991,1,0,49.037315,56.948981,58.550185,58.740463,58.939398,59.141435,,,35,40,1681,28,0.001,56.89296,56.89296,0,0,0,0.06,331.6217,+AC0-0.0134964,+AC0-17.593,,336,,,,,,,
18may2013 23:45:00,,,34.981528,34.93287,34.95088,34.922824,1,0,49.025046,56.9375,58.554167,58.735972,58.944769,59.1325,,,35,40,1682,28,0.001,56.88832,56.88832,0,0,0,0.06,331.6817,+AC0-0.0046387,+AC0-6.046662,,336,,,,,,,
18may2013 23:46:00,,,34.969861,34.923287,34.945602,34.945602,1,0,49.025509,56.931019,58.552083,58.729028,58.931898,59.134676,,,35,40,1683,28,0.001,56.88404,56.88404,0,0,0,0.06,331.7417,+AC0-0.0042877,+AC0-5.589184,,336,,,,,,,
18may2013 23:47:00,,,34.972639,34.930139,34.945185,34.946204,1,0,49.039444,56.952731,58.56963,58.739074,58.939444,59.137222,,,35,40,1684,28,0.001,56.89626,56.89626,0,0,0,0.06,331.8017,0.0122223,15.93216,,336,,,,,,,
18may2013 23:48:00,,,34.995278,34.94912,34.958843,34.970787,1,0,49.093981,57.006759,58.610833,58.781435,58.978843,59.159676,,,35.1,40,1685,28,0.001,56.93859,56.93859,0,0,0,0.06,331.8617,0.0423279,55.17579,,337,,,,,,,
18may2013 23:49:00,,,35.005324,34.960509,34.969676,34.977917,1,0,49.104444,57.013472,58.617176,58.792731,58.97838,59.163565,,,35,40,1686,28,0.001,56.94496,56.94496,0,0,0,0.06,331.9217,0.0063744,8.309188,,337,,,,,,,
18may2013 23:50:00,,,35.004676,34.963426,34.971435,34.963287,1,0,49.062685,56.972037,58.584861,58.763935,58.96287,59.151713,,,35,40,1687,28,0.001,56.91635,56.91635,0,0,0,0.06,331.9817,+AC0-0.0286102,+AC0-37.29438,,337,,,,,,,
18may2013 23:51:00,,,34.991944,34.959028,34.97662,34.986713,1,0,49.032731,56.953426,58.570509,58.751296,58.94963,59.141204,,,35,40,1688,28,0.001,56.8998,56.8998,0,0,0,0.06,332.0417,+AC0-0.016552,+AC0-21.57604,,337,,,,,,,
18may2013 23:52:00,,,34.987454,34.952222,34.963565,34.966157,1,0,49.020185,56.94125,58.561759,58.7425,58.947269,59.135463,,,35,40,1689,28,0.001,56.8914,56.8914,0,0,0,0.06,332.1017,+AC0-0.0083961,+AC0-10.94466,,337,,,,,,,
18may2013 23:53:00,,,34.980648,34.944352,34.961944,34.959769,1,0,49.010926,56.938981,58.546528,58.729722,58.933056,59.131898,,,35.1,40,1690,28,0.001,56.88185,56.88185,0,0,0,0.06,332.1617,+AC0-0.009552,+AC0-12.45135,,338,,,,,,,
18may2013 23:54:00,,,34.97838,34.941343,34.962454,34.963102,1,0,49.007176,56.924259,58.540463,58.725926,58.923704,59.120463,,,35,40,1691,28,0.001,56.87366,56.87366,0,0,0,0.06,332.2217,+AC0-0.0081863,+AC0-10.67116,,338,,,,,,,
18may2013 23:55:00,,,34.983287,34.939769,34.951111,34.97088,1,0,49.000278,56.905694,58.533472,58.714722,58.917917,59.106759,,,35.1,40,1692,28,0.001,56.86314,56.86314,0,0,0,0.06,332.2817,+AC0-0.0105247,+AC0-13.71936,,338,,,,,,,
18may2013 23:56:00,,,34.985694,34.934167,34.942731,34.939861,1,0,48.991204,56.908472,58.5275,58.714676,58.909907,59.107222,,,35,40,1693,28,0.001,56.85983,56.85983,0,0,0,0.06,332.3417,+AC0-0.0033112,+AC0-4.316203,,338,,,,,,,
18may2013 23:57:00,,,34.972546,34.924167,34.936667,34.936806,1,0,48.981389,56.904306,58.523241,58.709676,58.909537,59.099213,,,35,40,1694,28,0.001,56.85456,56.85456,0,0,0,0.06,332.4017,+AC0-0.0052681,+AC0-6.867138,,338,,,,,,,
18may2013 23:58:00,,,34.9675,34.92713,34.933796,34.957546,1,0,48.982778,56.901944,58.515926,58.699676,58.902685,59.094954,,,35,40,1695,28,0.001,56.84966,56.84966,0,0,0,0.06,332.4617,+AC0-0.0049019,+AC0-6.38977,,339,,,,,,,
18may2013 23:59:00,,,34.992222,34.940185,34.954676,34.96,1,0,49.008611,56.926111,58.544306,58.723796,58.925741,59.11162,,,35,40,1696,28,0.001,56.87336,56.87336,0,0,0,0.06,332.5217,0.0237045,30.89964,,339,,,,,,,
19may2013 00:00:00,,,35,34.958009,34.970556,34.972593,1,0,49.026343,56.942315,58.565185,58.738194,58.936713,59.13,,,35,40,1697,28,0.001,56.88979,56.88979,0,0,0,0.06,332.5817,0.0164299,21.41692,,339,,,,,,,
19may2013 00:01:00,,,34.995833,34.966806,34.983519,35.003148,1,0,49.012639,56.927824,58.551065,58.732176,58.927778,59.129537,,,35,40,1698,28,0.001,56.88017,56.88017,0,0,0,0.06,332.6417,+AC0-0.0096245,+AC0-12.54583,,339,,,,,,,
19may2013 00:02:00,,,35.000602,34.957269,34.9725,34.990278,1,0,48.99787,56.910694,58.541759,58.726065,58.929954,59.119722,,,35,40,1699,28,0.001,56.87101,56.87101,0,0,0,0.06,332.7017,+AC0-0.0091591,+AC0-11.93917,,339,,,,,,,
19may2013 00:03:00,,,34.9975,34.957685,34.972685,35.002593,1,0,48.988704,56.911435,58.541667,58.718194,58.921204,59.110231,,,35,40,1700,28,0.001,56.86524,56.86524,0,0,0,0.06,332.7617,+AC0-0.0057716,+AC0-7.523519,,340,,,,,,,
19may2013 00:04:00,,,34.99588,34.955278,34.965694,34.962917,1,0,48.97963,56.888935,58.525787,58.709491,58.908981,59.101759,,,35,40,1701,28,0.001,56.85243,56.85243,0,0,0,0.06,332.8217,+AC0-0.0128059,+AC0-16.69296,,340,,,,,,,
19may2013 00:05:00,,,34.990093,34.945324,34.956343,34.934583,1,0,48.969398,56.887407,58.514954,58.699398,58.893981,59.093704,,,35,40,1702,28,0.001,56.84314,56.84314,0,0,0,0.06,332.8817,+AC0-0.0092926,+AC0-12.11321,,340,,,,,,,
19may2013 00:06:00,,,34.978148,34.93662,34.953796,34.922222,1,0,48.959861,56.885417,58.508704,58.690463,58.897778,59.083935,,,35,40,1703,28,0.001,56.83769,56.83769,0,0,0,0.06,332.9417,+AC0-0.0054474,+AC0-7.10085,,340,,,,,,,
19may2013 00:07:00,,,34.123102,33.993287,23.043102,32.798935,317.0526,0,48.952778,56.871574,58.505463,58.689213,58.888935,59.078194,,,34.9,40,1704,28,0.3170526,56.83103,56.83103,0,0,0,19.02316,351.9649,+AC0-0.0066643,+AC0-8.687104,+AC0-0.4566595,340,,,,,,,
19may2013 00:08:00,,,34.058472,33.238241,12.12537,29.483519,873.7385,0,48.949213,56.871019,58.498241,58.682963,58.881667,59.073241,,,34.8,40,1705,28,0.8737385,56.82606,56.82606,0,0,0,52.42431,404.3892,+AC0-0.0049706,+AC0-6.479277,+AC0-0.123593,341,,,,,,,
19may2013 00:09:00,,,33.862454,32.787546,15.343148,27.851944,1076.567,0,49.046667,56.918657,58.451389,58.64375,58.707917,59.007685,,,34.8,39,1706,28,1.076567,56.79601,56.79601,0,0,0,64.59402,468.9832,+AC0-0.0300484,+AC0-39.16904,+AC0-0.606388,341,,,,,,,
19may2013 00:10:00,,,33.563843,32.30713,17.734676,26.273333,1134.525,0,49.239074,56.992546,58.347963,58.521759,58.748472,58.889954,,,34.7,40,1707,28,1.134525,56.78996,56.78996,0,0,0,68.07152,537.0547,+AC0-0.0060463,+AC0-7.881545,+AC0-0.1157833,341,,,,,,,
19may2013 00:11:00,,,33.477176,32.105231,18.145509,25.842778,1131.771,0,49.905046,57.446435,58.290787,58.497778,58.669167,58.900231,,,34.8,40,1708,28,1.131771,56.95157,56.95157,0,0,0,67.90627,604.961,0.1616096,210.6635,3.102269,341,,,,,,,
19may2013 00:12:00,,,33.642639,32.082037,19.03662,25.793843,1143.06,0,50.553426,57.432083,58.302546,58.474491,58.668657,58.989769,,,34.9,40,1709,28,1.14306,57.07016,57.07016,0,0,0,68.58361,673.5446,0.1185913,154.5877,2.254003,341,,,,,,,
19may2013 00:13:00,,,33.514583,31.727083,19.890972,25.535,1134.219,0,50.931713,57.772176,58.352222,58.511019,58.703241,59.01875,,,34.9,40,1710,28,1.134219,57.21486,57.21486,0,0,0,68.05315,741.5978,0.1446915,188.6101,2.771512,342,,,,,,,
19may2013 00:14:00,,,33.480231,30.982778,20.553843,25.155926,1116.283,0,51.489954,57.870648,58.357546,58.52713,58.715093,59.136435,,,35,40,1711,28,1.116283,57.34947,57.34947,0,0,0,66.977,808.5748,0.134613,175.4725,2.619893,342,,,,,,,
19may2013 00:15:00,,,33.453194,30.152593,21.000046,25.02787,1104.83,0,52.08162,58.014676,58.366435,58.530694,58.728796,59.248241,,,34.9,40,1712,28,1.10483,57.49508,57.49508,0,0,0,66.28977,874.8645,0.1456108,189.8085,2.863315,342,,,,,,,
19may2013 00:16:00,,,33.435787,29.624954,21.416759,25.07713,1093.21,0,52.331065,58.070231,58.375278,58.527917,58.728009,59.312222,,,35,40,1713,28,1.09321,57.55745,57.55745,0,0,0,65.59262,940.4572,0.0623741,81.30672,1.239571,342,,,,,,,
19may2013 00:17:00,,,33.43787,28.889769,21.852222,25.197593,1075.23,0,52.989722,58.091019,58.364954,58.529028,58.733796,59.545741,,,35,40,1714,28,1.07523,57.70904,57.70904,0,0,0,64.5138,1004.971,0.1515884,197.6005,3.062919,342,,,,,,,
19may2013 00:18:00,,,33.311759,28.298102,22.123287,25.170417,1063.336,0,53.480093,58.138333,58.367639,58.525231,58.744769,59.695,,,35,40,1715,28,1.063336,57.82518,57.82518,0,0,0,63.80016,1068.771,0.1161346,151.3853,2.372805,343,313.2756,58.35009,0.6410446,835.6228,2.667373,9503.816,1.044252
19may2013 00:19:00,,,33.245509,28.096343,22.436435,25.205556,1052.586,0,53.836481,58.167963,58.368241,58.531389,58.756019,59.894444,,,35.1,40,1716,28,1.052586,57.92575,57.92575,0,0,0,63.15516,1131.926,0.1005783,131.1071,2.075953,343,,,,,,,
19may2013 00:20:00,,,33.183426,27.86625,22.735602,25.242037,1044.974,0,54.20713,58.187361,58.373148,58.531435,58.751991,60.168796,,,35,40,1717,28,1.044974,58.03664,58.03664,0,0,0,62.69845,1194.625,0.1108894,144.548,2.305448,343,,,,,,,
19may2013 00:21:00,,,33.062361,27.703333,23.026343,25.299028,1033.834,0,54.6425,58.205046,58.374306,58.527222,58.756759,60.535463,,,35.1,40,1718,28,1.033834,58.17355,58.17355,0,0,0,62.03004,1256.655,0.1369057,178.4611,2.87701,343,,,,,,,
19may2013 00:22:00,,,32.89125,27.574213,23.23963,25.466898,1026.53,0,55.030185,58.221898,58.377963,58.525231,58.760231,61.185,,,35.1,40,1719,28,1.02653,58.35009,58.35009,0,0,0,61.59177,1318.247,0.1765366,230.1212,3.736233,343,,,,,,,
19may2013 00:23:00,,,32.713611,27.620093,23.472593,25.572037,1020.333,0,55.392778,58.238472,58.370926,58.534398,58.778796,62.235556,,,35,40,1720,28,1.020333,58.59182,58.59182,0,0,0,61.21995,1379.466,0.2417336,315.1077,5.14714,344,305.527,59.06647,0.7163811,933.8264,3.056444,10620.72,1.018423
19may2013 00:24:00,,,32.542593,27.573889,23.742083,25.682824,1017.178,0,55.741713,58.243241,58.377176,58.532778,58.791713,62.959491,,,35.1,40,1721,28,1.017178,58.77435,58.77435,0,0,0,61.03067,1440.497,0.1825333,237.9381,3.898665,344,,,,,,,
19may2013 00:25:00,,,32.40213,27.637685,24.020787,25.814537,1012.707,0,56.056944,58.250231,58.384722,58.532269,58.814676,63.267269,,,35,40,1722,28,1.012707,58.88435,58.88435,0,0,0,60.76244,1501.26,0.1100006,143.3894,2.359837,344,,,,,,,
19may2013 00:26:00,,,32.197824,27.839907,24.167639,25.969074,1016.437,0,56.362917,58.265509,58.372731,58.534722,58.816667,63.521852,,,35.1,40,1723,28,1.016437,58.97906,58.97906,0,0,0,60.98624,1562.246,0.0947113,123.4593,2.02438,344,,,,,,,
19may2013 00:27:00,,,32.401944,28.047593,24.286991,26.089398,1025.462,0,56.661898,58.274444,58.372731,58.533009,58.837778,63.718935,,,35.1,40,1724,28,1.025462,59.06647,59.06647,0,0,0,61.52774,1623.774,0.0874023,113.9318,1.851715,344,,,,,,,
19may2013 00:28:00,,,32.525972,28.418102,24.582639,26.255972,1010.427,0,56.951806,58.280972,58.382083,58.539259,58.875972,63.86338,,,35.1,40,1725,28,1.010427,59.14891,59.14891,0,0,0,60.62559,1684.399,0.0824432,107.4675,1.772642,345,,,,,,,
19may2013 00:29:00,,,34.155,32.391065,33.235046,31.889907,160.4899,0,57.131944,58.289259,58.376435,58.53875,58.911204,63.968843,,,35.3,40,1726,28,0.1604899,59.20274,59.20274,0,0,0,9.629392,1694.029,0.0538292,70.16813,,345,,,,,,,
19may2013 00:30:00,,,33.863148,33.974676,33.707407,34.628426,1,0,57.202037,58.277454,58.374537,58.537454,58.925463,64.059491,,,35.3,40,1727,28,0.001,59.2294,59.2294,0,0,0,0.06,1694.089,0.0266647,34.75836,,345,,,,,,,
19may2013 00:31:00,,,34.379491,34.223472,34.202454,34.895231,1,0,57.234676,58.27838,58.369907,58.536528,58.922731,64.07338,,,35.2,40,1728,28,0.001,59.23594,59.23594,0,0,0,0.06,1694.149,0.0065308,8.513063,,345,,,,,,,
19may2013 00:32:00,,,34.780093,34.525648,34.587917,34.907546,1,0,57.228241,58.279352,58.373611,58.533148,58.937917,64.08037,,,35.1,41,1729,28,0.001,59.23877,59.23877,0,0,0,0.06,1694.208,0.0028381,3.699602,,345,,,,,,,
19may2013 00:33:00,,,35.016157,34.802361,34.799815,34.896111,1,0,57.200602,58.255509,58.353565,58.516574,58.933056,64.063194,,,35.1,40,1730,28,0.001,59.22042,59.22042,0,0,0,0.06,1694.269,+AC0-0.0183563,+AC0-23.92807,,346,,,,,,,
19may2013 00:34:00,,,35.1875,34.979352,34.969259,34.916806,1,0,57.186389,58.241111,58.345926,58.510648,58.909907,64.04713,,,35.1,40,1731,28,0.001,59.20685,59.20685,0,0,0,0.06,1694.328,+AC0-0.0135651,+AC0-17.68251,,346,,,,,,,
19may2013 00:35:00,,,35.284491,35.065231,35.099352,34.893796,1,0,57.165972,58.229954,58.338796,58.499907,58.916481,64.041157,,,35,40,1732,28,0.001,59.19871,59.19871,0,0,0,0.06,1694.389,+AC0-0.0081406,+AC0-10.61149,,346,,,,,,,
